loss,val_loss
0.7478540539741516,0.5326448082923889
0.47579213976860046,0.4140941798686981
0.38333213329315186,0.3183896243572235
0.2920174300670624,0.25169557332992554
0.2508646249771118,0.23225535452365875
0.22952230274677277,0.22457951307296753
0.21983754634857178,0.21489980816841125
0.2154877632856369,0.21666869521141052
0.20925481617450714,0.21033921837806702
0.20489194989204407,0.20944999158382416
0.19805923104286194,0.20966027677059174
0.1985275149345398,0.19691480696201324
0.19393077492713928,0.2091788798570633
0.1944694221019745,0.19633249938488007
0.19019901752471924,0.19858603179454803
0.19282682240009308,0.19636251032352448
0.1885058730840683,0.18924693763256073
0.1875171661376953,0.1877129226922989
0.19243954122066498,0.201594740152359
0.1877739280462265,0.1853763461112976
0.18724462389945984,0.1858745962381363
0.1825190931558609,0.18778714537620544
0.1866433471441269,0.18657837808132172
0.18528619408607483,0.1950474977493286
0.1826261729001999,0.1908416450023651
0.18528540432453156,0.1831078976392746
0.18284592032432556,0.1906537413597107
0.17934969067573547,0.18625280261039734
0.18385334312915802,0.18333293497562408
0.18415208160877228,0.1983211189508438
0.18100740015506744,0.1858641654253006
0.17818717658519745,0.1862197369337082
0.1801440715789795,0.17902366816997528
0.1801011860370636,0.18378236889839172
0.17712990939617157,0.18088382482528687
0.17560531198978424,0.19190695881843567
0.17555119097232819,0.17802800238132477
0.17570891976356506,0.1847565770149231
0.17557789385318756,0.18861806392669678
0.17453500628471375,0.18086057901382446
0.17149235308170319,0.17585253715515137
0.17005418241024017,0.1786409467458725
0.173220694065094,0.18266990780830383
0.16963732242584229,0.1749727427959442
0.17011065781116486,0.17712749540805817
0.17024244368076324,0.18117110431194305
0.16741015017032623,0.1752566397190094
0.16892389953136444,0.17326991260051727
0.16345535218715668,0.1835448443889618
0.16829492151737213,0.18042519688606262
0.1651652455329895,0.1718432605266571
0.16807664930820465,0.170898899435997
0.16176991164684296,0.17218969762325287
0.16544286906719208,0.16723282635211945
0.1646464318037033,0.170530304312706
0.16332769393920898,0.1687370240688324
0.16028350591659546,0.16739033162593842
0.15999987721443176,0.17201660573482513
0.163771852850914,0.17255739867687225
0.15700778365135193,0.1595710813999176
0.15955021977424622,0.17237022519111633
0.16277478635311127,0.17633189260959625
0.1577313244342804,0.15747840702533722
0.15406177937984467,0.16736342012882233
0.1524776667356491,0.16491645574569702
0.15289537608623505,0.1658860594034195
0.14953455328941345,0.16168594360351562
0.14797291159629822,0.15611781179904938
0.14402250945568085,0.1584882289171219
0.14540016651153564,0.15220089256763458
0.14073863625526428,0.15516556799411774
0.1476297527551651,0.15469206869602203
0.14169707894325256,0.1462453454732895
0.13482269644737244,0.1459551304578781
0.13425703346729279,0.13842184841632843
0.1353551596403122,0.14784500002861023
0.13364022970199585,0.13928437232971191
0.1304493099451065,0.143600732088089
0.13329826295375824,0.14006160199642181
0.131915882229805,0.1403857171535492
0.12810371816158295,0.1359506994485855
0.12279202044010162,0.140446275472641
0.12514247000217438,0.13570910692214966
0.1260739266872406,0.13887883722782135
0.12716302275657654,0.13916507363319397
0.12303951382637024,0.1346437931060791
0.12145133316516876,0.1403011828660965
0.12236365675926208,0.13747647404670715
0.12475268542766571,0.1391187608242035
0.12447936832904816,0.12115319073200226
0.123618483543396,0.13238051533699036
